name,emotion
Ses05M_impro01_F016,4
Ses01F_script01_1_M029,4
Ses03F_script01_1_M051,4
Ses03F_impro08_F010,6
Ses05F_impro05_M015,6
Ses03F_impro08_F014,6
Ses01M_script01_3_M037,8
Ses05M_impro01_F000,6
Ses05F_impro06_F025,8
Ses01F_script01_1_F028,4
Ses01M_script03_1_M010,5
Ses03M_impro08b_F011,4
Ses04M_script02_1_M031,2
Ses01F_script02_2_F004,10
Ses05F_impro05_M034,6
Ses05F_script01_3_M030,8
Ses05F_script03_2_F008,4
Ses04M_script03_1_M020,10
Ses02F_impro08_M008,6
Ses02M_impro05_M000,6
Ses01M_script01_1_F014,0
Ses04M_impro08_M012,6
Ses03F_impro03_F006,2
Ses05M_script01_3_M017,2
Ses05F_script02_2_M004,10
Ses04M_script02_1_F018,0
Ses05M_script02_1_F018,4
Ses03F_impro04_F021,4
Ses02F_script01_1_F026,6
Ses01M_script02_1_M025,10
Ses04F_script03_1_M007,2
Ses02M_script03_2_F041,0
Ses03M_impro04_M029,4
Ses01F_script01_1_F039,4
Ses04M_script02_2_M029,0
Ses01M_script03_1_M018,10
Ses01F_impro07_F014,10
Ses03F_script01_3_M020,5
Ses05M_script02_1_M018,2
Ses03M_script02_2_M041,5
Ses05F_impro04_F011,4
Ses01F_script02_2_M038,8
Ses02F_impro01_M019,0
Ses03F_impro02_F009,10
Ses03M_script03_1_F006,2
Ses03M_impro06_F019,8
Ses05F_impro06_M001,8
Ses01M_script02_2_M037,8
Ses01F_impro03_F012,5
Ses05F_impro05_F021,0
Ses01F_script01_1_F002,9
Ses04M_script03_2_M019,4
Ses02F_script02_2_F040,10
Ses01F_script02_1_F003,9
Ses04F_impro02_F017,0
Ses01F_script02_2_F028,10
Ses03M_script03_1_M036,10
Ses04F_impro02_M018,0
Ses02M_script01_1_F003,10
Ses03F_impro04_M015,6
Ses02F_impro05_F014,4
Ses05F_impro04_F038,6
Ses03M_impro03_M027,10
Ses01M_impro01_M018,4
Ses04M_script03_2_M024,0
Ses02M_script01_3_F007,5
Ses01M_impro06_F025,6
Ses02F_impro03_F013,2
Ses02M_script03_1_F003,5
Ses04F_impro03_M005,2
Ses05M_script01_1b_F024,6
Ses05M_script01_2_M000,6
Ses04F_script03_2_F021,0
Ses02M_script02_1_M008,4
Ses05F_impro05_F032,10
Ses04F_script02_2_M039,4
Ses05M_script03_1_M013,2
Ses04M_script03_1_M003,6
Ses04M_impro03_F002,2
Ses05M_script02_1_F004,10
Ses01F_script03_1_M029,10
Ses01F_script02_2_M020,4
Ses03M_impro04_M024,6
Ses03M_impro05b_F030,6
Ses03F_impro06_F023,8
Ses03F_impro03_M010,2
Ses05F_impro06_F011,8
Ses04F_impro04_F015,0
Ses04M_impro02_M022,4
Ses04F_impro07_F079,2
Ses03M_impro08a_M005,6
Ses02F_script02_2_F014,10
Ses05F_script01_3_F025,8
Ses05M_script01_1_F019,10
Ses02M_impro07_M007,2
Ses05M_impro03_M007,5
Ses04F_impro04_F007,4
Ses03M_script01_1_F007,4
Ses03M_script01_1_F020,0
Ses05F_script01_3_M022,10
Ses05F_impro03_M065,5
Ses05F_script01_1_F012,10
Ses04F_script03_2_M007,0
Ses05M_impro07_M014,2
Ses04F_impro07_F060,2
Ses01F_impro02_F005,8
Ses04M_script03_1_M011,10
Ses04M_script02_1_F001,10
Ses01F_impro03_F015,2
Ses03M_script02_1_M032,10
Ses04M_script03_2_F011,10
Ses02F_script02_2_M025,4
Ses01M_impro05_F016,6
Ses04F_script01_3_M023,8
Ses05F_script01_3_M025,8
Ses05M_impro07_M038,10
Ses02M_script03_2_M005,0
Ses05F_script03_1_M013,2
Ses03F_impro03_F023,10
Ses03F_script01_3_M023,5
Ses01F_impro05_F008,0
Ses03M_impro04_M000,8
Ses05F_script03_1_F024,10
Ses02F_impro07_F015,2
Ses04F_script01_1_M013,0
Ses03M_impro05a_M023,0
Ses05M_impro08_F018,6
Ses01M_impro03_M016,2
Ses02M_impro01_F010,4
Ses05F_impro03_M048,10
Ses05F_impro08_F007,6
Ses01F_impro04_F018,4
Ses01M_impro02_M017,8
Ses05M_script03_1_F024,2
Ses04M_script01_3_M004,10
Ses03M_script03_2_F042,0
Ses02F_script01_3_F028,10
Ses03M_impro08a_M002,6
Ses05F_impro02_M025,8
Ses05M_script01_1_F033,10
Ses02F_script01_3_M022,8
Ses04M_impro07_M016,10
Ses01F_script03_2_M005,4
Ses05M_impro04_F026,6
Ses02F_impro08_F001,6
Ses03M_impro08a_F017,4
Ses05F_impro08_M024,9
Ses01M_impro02_M011,8
Ses04F_script02_1_M010,6
Ses02F_script01_1_F040,0
Ses03M_script01_2_M017,0
Ses01F_script03_1_F004,10
Ses04F_script02_2_M024,10
Ses05M_impro07_M008,10
Ses02F_script02_1_F016,4
Ses01F_script01_1_F004,10
Ses05M_script01_3_F024,8
Ses01M_impro05_F005,6
Ses02M_script01_2_M001,6
Ses02F_script02_1_M026,2
Ses03M_script01_1_F037,10
Ses02F_impro03_M026,5
Ses02M_script01_2_F017,4
Ses02F_impro08_M014,10
Ses03F_script01_3_M000,5
Ses05F_impro07_M001,2
Ses04F_impro03_F001,2
Ses03M_impro06_M016,8
Ses03F_script02_1_M027,10
Ses04M_script01_1_F042,10
Ses02M_script03_2_F034,4
Ses01M_impro06_F014,6
Ses05F_impro06_M021,6
Ses05M_script02_1_M003,2
Ses05F_script02_2_M038,10
Ses03M_script01_3_M028,8
Ses03F_impro01_M002,6
Ses04F_impro07_F043,10
Ses02F_script01_3_M036,10
Ses02M_script03_1_M000,3
Ses03M_script02_1_F010,10
Ses01F_script01_1_F018,10
Ses02M_script03_1_M009,8
Ses01M_script02_2_F003,4
Ses02M_script02_2_M007,4
Ses05M_script03_2_M030,0
Ses03M_script01_2_M013,10
Ses01M_script01_1_F013,10
Ses03M_impro04_F029,6
Ses01M_script02_2_F014,0
Ses05F_impro06_F007,8
Ses05F_script01_1_M025,0
Ses05M_impro04_M008,6
Ses02M_script01_3_M007,10
Ses05M_impro08_M027,6
Ses01M_script02_1_M002,2
Ses01M_script03_2_F025,0
Ses03F_script01_3_M027,8
Ses02M_script01_1_F007,10
Ses02F_script01_3_M032,8
Ses04M_impro08_F005,10
Ses02M_script03_1_F004,10
Ses01M_script01_3_F009,10
Ses04F_script01_1_F023,0
Ses03F_impro06_M003,6
Ses04F_impro05_M003,4
Ses01M_impro02_F008,4
Ses02F_script02_2_M044,10
Ses01F_script03_2_M006,10
Ses05F_script03_2_M033,10
Ses01M_script02_1_M034,4
Ses01M_script03_2_F023,0
Ses02F_script01_3_M013,10
Ses04F_impro08_M019,0
Ses01F_script03_1_M030,1
Ses05M_script01_3_F005,10
Ses05F_script03_1_F027,10
Ses04M_impro06_M009,8
Ses04M_script03_2_F039,0
Ses04F_impro04_M009,6
Ses03F_impro03_M002,2
Ses02F_impro01_M009,4
Ses03F_script03_1_M018,10
Ses03M_impro06_M017,8
Ses05F_impro08_M000,4
Ses04F_impro07_M021,6
Ses04F_impro01_F018,10
Ses01M_script03_1_M022,5
Ses02F_script03_2_M027,0
Ses01M_impro04_F012,6
Ses03F_script01_1_M002,6
Ses01F_impro06_F024,8
Ses03M_impro08b_F005,0
Ses01F_impro02_F020,8
Ses01F_script01_3_M030,8
Ses05F_impro01_F000,6
Ses01F_script03_1_F023,10
Ses05M_impro07_F038,6
Ses01M_impro03_M003,6
Ses01M_impro01_M019,4
Ses05M_impro02_M013,8
Ses04M_script03_2_F047,0
Ses02F_impro02_M004,10
Ses05F_script01_2_M009,4
Ses01F_script02_1_M010,6
Ses05M_script01_1_F014,0
Ses05M_impro08_M023,6
Ses01M_script02_2_F025,8
Ses03F_impro08_M021,6
Ses05M_script03_2_M010,6
Ses02M_script01_3_F020,10
Ses04M_impro07_F016,2
Ses02M_script02_1_M032,4
Ses05F_script02_2_F031,10
Ses04F_script01_3_M034,8
Ses05F_impro03_F051,5
Ses05M_script01_1b_M008,4
Ses01F_script03_1_M023,10
Ses04F_impro08_M026,4
Ses04M_script03_2_F027,4
Ses02F_impro07_F001,2
Ses03F_script01_1_F013,4
Ses03F_impro07_F006,10
Ses02M_impro03_M011,5
Ses04F_impro07_M023,6
Ses03F_impro02_F040,8
Ses04M_script03_1_F023,2
Ses01F_script01_3_M029,8
Ses03M_impro02_F011,4
Ses03F_script02_2_F029,4
Ses05F_impro08_F018,6
Ses02F_impro05_F008,10
Ses02F_impro01_F022,4
Ses04F_script03_2_F033,10
Ses03M_script03_2_M012,0
Ses03F_script02_1_M014,2
Ses03M_impro05a_M020,0
Ses04F_script03_2_F030,0
Ses01F_impro05_F023,0
Ses04F_impro07_F035,2
Ses05F_impro05_M013,4
Ses04F_script03_1_M006,2
Ses05F_script03_1_M023,10
Ses03M_impro05a_M018,0
Ses04M_script02_2_M005,4
Ses03M_impro03_F001,2
Ses02F_impro05_M002,6
Ses03F_script02_1_M040,2
Ses04M_impro04_M010,4
Ses02M_script01_1_F005,10
Ses03F_script01_1_M027,0
Ses04M_script01_1_F001,10
Ses03F_impro08_M011,0
Ses04F_script03_1_M011,10
Ses03F_impro02_F036,8
Ses05F_impro04_M025,6
Ses03M_impro03_M012,5
Ses03F_script01_3_F032,8
Ses02F_impro03_F002,10
Ses01F_script03_2_M037,0
Ses03M_impro02_M009,4
Ses02F_script01_2_M006,6
Ses05F_impro04_M005,6
Ses05F_script02_2_M039,10
Ses05M_script01_3_M037,4
Ses03M_script03_2_M041,0
Ses05M_impro06_M003,8
Ses02M_impro05_F007,6
Ses02F_impro06_M012,6
Ses01F_script02_1_M028,10
Ses02F_script01_1_M004,10
Ses05M_impro08_M009,6
Ses04F_impro03_M021,6
Ses03M_impro05a_F023,6
Ses04M_impro03_M031,6
Ses01M_script02_2_F016,0
Ses02M_script02_1_M029,2
Ses03M_impro05a_F010,4
Ses04F_impro04_F005,0
Ses04F_impro07_M080,6
Ses05M_impro03_F018,2
Ses02F_impro07_M023,2
Ses05M_impro07_F028,6
Ses05F_impro06_F008,8
Ses05F_impro01_M005,4
Ses01M_script03_2_M015,10
Ses02M_script03_1_M018,2
Ses02M_script01_3_F013,5
Ses03M_script03_1_M028,10
Ses01M_script01_1_F019,4
Ses04F_impro03_M032,6
Ses03F_impro06_F035,8
Ses04F_impro08_F025,4
Ses04F_script03_1_F009,2
Ses05M_script01_3_M041,2
Ses02M_script02_2_F037,5
Ses01M_script01_3_M033,8
Ses02M_impro06_M001,8
Ses03M_script01_1_M031,6
Ses02M_script01_2_M014,4
Ses02M_impro01_F019,4
Ses04F_impro05_F018,0
Ses05F_impro03_F027,5
Ses04F_script03_1_F012,6
Ses05M_script01_2_F015,0
Ses04F_impro07_F074,2
Ses03F_impro01_M007,4
Ses03M_impro06_M002,8
Ses04M_impro07_F019,10
Ses05F_script02_2_F036,10
Ses05F_script03_2_M025,0
Ses02F_impro06_F004,8
Ses02M_script01_3_F023,10
Ses02F_impro04_F006,4
Ses03M_impro08b_F021,6
Ses03F_impro01_F009,4
Ses02M_impro07_F000,2
Ses04M_impro02_F017,4
Ses01M_impro04_M012,4
Ses01F_script01_3_F033,10
Ses02M_impro04_F013,10
Ses05M_script02_2_M001,2
Ses04F_script03_1_M024,10
Ses03M_impro02_M032,9
Ses02M_script02_2_M001,6
Ses04F_script02_1_F000,6
Ses01M_script03_2_F018,10
Ses01F_script01_1_F044,4
Ses04M_script01_2_F009,0
Ses03F_script02_1_F014,4
Ses03M_script01_1_F008,8
Ses02M_impro01_F018,4
Ses05F_impro08_M011,4
Ses01F_script02_1_M022,4
Ses02M_impro07_F016,5
Ses01F_impro07_M014,2
Ses02M_impro07_F026,2
Ses01F_impro03_F016,5
Ses01M_impro02_F010,8
Ses01M_script01_3_F003,8
Ses03M_script02_2_F046,5
Ses01M_impro07_M023,10
Ses03M_impro07_F012,5
Ses05M_impro05_F013,6
Ses03M_impro01_F002,4
Ses04M_impro04_F008,6
Ses04F_impro07_F029,2
Ses01M_script03_1_F038,5
Ses02F_impro04_F005,4
Ses03M_script02_2_F029,4
Ses03M_script02_2_M031,0
Ses01F_script02_2_M044,5
Ses01M_impro07_M025,10
Ses01M_script03_2_F027,0
Ses04M_impro07_F010,2
Ses01F_impro01_F010,10
Ses03F_script01_1_M033,4
Ses04M_script03_2_M017,4
Ses05M_impro05_F019,6
Ses03M_script01_1_M002,8
Ses03M_impro08a_M011,4
Ses02M_impro07_F024,5
Ses04F_impro02_F020,4
Ses01F_script01_1_F038,0
Ses05F_script01_1_F016,10
Ses01M_script02_1_F018,4
Ses04F_script01_1_F025,6
Ses02F_impro08_M009,6
Ses01F_script02_2_M029,10
Ses02F_script01_2_M017,0
Ses01F_script02_1_M007,6
Ses04F_script03_2_M019,10
Ses02F_script01_2_F008,4
Ses05M_script01_1_M011,0
Ses01M_impro03_M012,2
Ses03F_script03_1_M028,10
Ses04F_script02_1_M020,4
Ses04F_script02_1_M009,2
Ses02M_script02_2_F014,4
Ses03F_impro08_M019,4
Ses01M_script03_1_M033,5
Ses01M_impro03_F011,2
Ses04M_impro05_F028,4
Ses05F_script01_3_M027,8
Ses03M_impro07_M011,2
Ses05M_impro02_F013,8
Ses02F_script02_2_F032,10
Ses01F_script01_3_F007,6
Ses03M_script02_1_F006,10
Ses03M_script01_1_M029,6
Ses04M_script01_2_M013,4
Ses04F_script02_1_M029,4
Ses04M_script03_1_M015,10
Ses05F_impro03_M067,5
Ses02F_impro04_M007,6
Ses01F_script02_1_F016,10
Ses05F_impro07_M030,2
Ses05M_script03_2_F018,0
Ses05M_script01_1b_F027,4
Ses05F_script01_3_M019,10
Ses03M_impro06_F020,8
Ses02F_impro08_F012,6
Ses03M_impro07_F021,10
Ses03M_impro05a_M000,0
Ses02M_script02_2_M010,6
Ses04F_script03_2_M014,0
Ses02M_impro03_M006,10
Ses05M_impro01_M006,10
Ses03M_script02_2_M035,4
Ses01F_script01_3_M002,10
Ses01F_impro04_F004,10
Ses05F_impro03_F038,10
Ses05F_script02_2_M037,5
Ses04M_impro08_M023,6
Ses02F_script01_3_F021,8
Ses03F_script01_3_M012,5
Ses05F_script01_1_F014,4
Ses04F_impro03_M043,2
Ses03M_impro02_M030,8
Ses02M_impro07_M004,10
Ses02F_script01_1_F014,4
Ses05F_impro03_M010,2
Ses05F_script02_1_M002,2
Ses03F_script02_2_F004,10
Ses02F_script02_1_F022,10
Ses01M_impro05_F012,6
Ses05F_script01_3_M003,10
Ses04F_script01_1_M022,0
Ses01M_script02_2_M040,6
Ses02F_script02_1_F018,4
Ses02M_impro02_M003,4
Ses01F_script02_2_F018,10
Ses03M_impro05b_F008,6
Ses01F_impro04_M016,6
Ses01F_impro05_F012,0
Ses05M_script02_1_M019,2
Ses04M_impro04_F015,6
Ses03M_impro05b_M016,0
Ses04M_impro08_F006,4
Ses04M_script01_3_F017,10
Ses01M_script02_2_M049,5
Ses01F_impro06_F008,8
Ses05M_script03_2_F004,6
Ses02M_script03_2_F032,10
Ses04F_impro07_M035,6
Ses04F_impro02_M010,4
Ses01M_script01_3_M042,10
Ses04F_impro04_F000,6
Ses01M_impro06_F003,8
Ses05F_script03_2_F035,0
Ses02F_script03_2_F040,0
Ses03F_script03_2_F042,0
Ses01M_script03_1_M029,2
Ses01F_script01_1_F030,4
Ses04F_impro07_F036,2
Ses02M_impro03_F004,2
Ses04M_impro01_F004,4
Ses02F_impro05_M018,6
Ses05M_impro07_M001,2
Ses02F_script03_2_F027,10
Ses02M_impro08_F010,6
Ses02M_script02_2_M005,4
Ses05F_impro04_F023,8
Ses03M_impro01_F004,4
Ses05F_script01_1_F017,6
Ses04F_impro08_M004,10
Ses01F_script01_3_F017,5
Ses03F_impro02_F038,8
Ses03M_script02_2_F039,10
Ses05F_script02_2_M023,4
Ses01M_script01_1_M013,4
Ses04F_impro03_M025,10
Ses05M_impro02_M021,8
Ses03M_impro05a_M017,0
Ses05F_impro01_F009,4
Ses01F_impro05_M013,6
Ses03F_script02_2_F015,4
Ses04M_script03_2_F015,4
Ses03M_impro04_F014,6
Ses01M_impro06_F011,6
Ses05F_impro01_F007,4
Ses04F_impro03_F028,10
Ses05F_impro05_M044,4
Ses05M_impro08_F016,6
Ses02F_script03_1_F015,6
Ses05M_script03_1_M022,2
Ses02M_script02_2_F000,10
Ses02M_impro06_F016,8
Ses03F_script02_2_M005,6
Ses03M_script02_2_M038,10
Ses01F_impro01_M012,10
Ses05F_impro03_M058,5
Ses04M_impro03_M027,10
Ses01M_script02_2_F026,8
Ses04F_script03_2_F008,4
Ses05F_script03_2_F025,10
Ses01M_script01_2_F014,10
Ses01M_script03_2_M003,10
Ses03M_script02_1_M037,2
Ses04F_script01_1_F005,10
Ses04M_impro07_M019,10
Ses05F_impro04_M001,6
Ses04F_impro07_F026,10
Ses03F_impro07_M019,2
Ses05F_impro03_M015,10
Ses03M_script01_1_F028,6
Ses05F_script02_1_M033,2
Ses03M_impro05a_F013,10
Ses03M_impro08b_M004,6
Ses02F_script01_1_M010,10
Ses01F_script01_1_M020,4
Ses04M_impro06_F017,8
Ses05M_script02_2_F000,6
Ses04M_impro03_F007,2
Ses05M_impro05_M020,4
Ses02M_impro01_F002,6
Ses03M_script03_2_M034,0
Ses03M_script03_1_F012,10
Ses05M_impro02_M031,10
Ses05F_script01_1_M029,4
Ses05M_impro01_F017,4
Ses05M_script01_1b_F015,10
Ses01M_script03_1_M013,5
Ses01M_script02_2_M035,0
Ses03M_impro02_M006,8
Ses05M_script02_2_F033,10
Ses02F_script01_1_M039,10
Ses05M_impro07_F020,6
Ses03M_script01_1_F014,10
Ses01M_impro01_M009,4
Ses01F_script01_3_F028,6
Ses04M_impro03_F020,10
Ses01M_script01_1_F032,0
Ses03M_script03_2_F022,10
Ses01F_impro01_F007,4
Ses04M_script02_2_M002,4
Ses03M_impro02_F029,8
Ses02F_impro05_F005,9
Ses03F_script01_1_M009,6
Ses05F_script02_1_M006,4
Ses01F_script01_3_M006,10
Ses04M_impro04_M002,4
Ses04F_impro04_F017,0
Ses05M_impro04_M027,4
Ses04M_script03_2_F021,10
Ses04F_script03_2_M030,10
Ses03F_impro06_F015,8
Ses03M_impro04_F018,10
Ses04F_script03_2_F018,10
Ses01M_impro05_F028,6
Ses01F_script02_1_M004,10
Ses05F_impro04_F018,10
Ses04F_script03_1_M030,6
Ses04M_impro05_M000,4
Ses05F_impro03_F039,5
Ses03F_impro08_F018,4
Ses01M_script03_2_M031,0
Ses05M_impro04_F021,6
Ses02M_impro06_M007,8
Ses04F_script01_1_M032,8
Ses02F_script02_2_M004,10
Ses03F_impro05_M013,6
Ses02M_impro08_F015,10
Ses02F_impro08_F014,6
Ses03F_impro08_F019,4
Ses03M_impro05a_F003,4
Ses05M_script03_2_M028,0
Ses03F_script01_1_M048,6
Ses01M_script03_1_F003,5
Ses01F_script01_1_F036,10
Ses05M_impro02_M025,8
Ses02F_script02_2_M007,6
Ses04F_script03_1_F025,10
Ses01M_impro01_M003,6
Ses01F_script03_2_M024,0
Ses04M_impro05_M045,0
Ses03M_impro02_M026,8
Ses04F_impro07_F051,2
Ses02M_script02_2_M039,10
Ses01M_impro03_F012,2
Ses03M_impro01_M012,0
Ses01M_script02_1_F014,0
Ses03M_script01_3_M010,5
Ses02F_script01_1_F005,8
Ses02M_script02_1_M033,10
Ses01M_impro07_F010,6
Ses03M_script02_1_M009,10
Ses05M_script03_2_F026,6
Ses04F_script02_2_M030,10
Ses04F_script01_1_M008,4
Ses01M_script02_1_F001,4
Ses05F_script01_2_M013,4
Ses05F_impro03_F034,5
Ses03M_script03_1_M017,10
Ses04M_script02_2_M004,10
Ses04F_impro07_F033,2
Ses03F_script01_2_F013,0
Ses01F_impro05_M029,6
Ses03F_script01_1_F041,10
Ses01F_impro05_F004,4
Ses04M_impro06_M019,8
Ses02F_impro07_F004,2
Ses04F_impro03_F012,5
Ses02F_script03_2_M041,0
Ses03F_script03_2_F025,4
Ses02F_script01_3_M011,10
Ses05F_script03_1_M012,10
Ses04M_impro06_M004,8
Ses01F_impro05_M010,6
Ses01M_script03_1_M041,5
Ses01F_script02_1_M019,10
Ses01F_impro07_M006,2
Ses02M_script01_1_M017,6
Ses05M_script03_2_M008,0
Ses01F_impro01_M013,0
Ses05F_impro04_M008,6
Ses03F_script03_1_M023,10
Ses03M_script01_2_F003,10
Ses01F_script01_3_F030,8
Ses05M_script01_1_M031,10
Ses04F_impro07_F064,2
Ses04F_script02_1_M007,4
Ses02F_impro08_F017,6
Ses03F_script02_1_M016,2
Ses05F_impro04_M014,4
Ses01F_impro01_M002,4
Ses03M_impro07_F003,9
Ses01F_script02_2_F001,6
Ses04F_impro04_F003,4
Ses02M_script01_3_F001,5
Ses05F_script02_2_F027,8
Ses04F_impro01_M013,4
Ses04F_script02_1_M041,10
Ses02M_impro08_M001,10
Ses05M_impro01_M010,10
Ses05M_script03_2_F013,4
Ses02F_script03_1_F009,5
Ses03M_impro05a_F006,4
Ses04M_impro03_M019,2
Ses02F_script03_2_F016,2
Ses02F_script03_2_F001,10
Ses01M_impro05_M014,10
Ses04M_script03_1_F021,2
Ses04M_impro06_M020,8
Ses04M_impro01_F016,4
Ses05F_impro03_F002,2
Ses02M_script02_2_F011,0
Ses05F_script02_2_M012,4
Ses04F_script02_2_F021,8
Ses04F_script01_1_F044,0
Ses05F_impro03_F026,10
Ses05M_impro05_F015,6
Ses02M_impro05_M017,4
Ses03M_impro03_M004,2
Ses02F_script03_2_F004,10
Ses05F_script03_2_F011,6
Ses04F_impro07_F010,2
Ses03F_script01_3_F015,10
Ses02M_impro07_F028,5
Ses05F_script01_3_F008,6
Ses03F_script03_2_F001,10
Ses02M_script03_1_M014,2
Ses05M_impro02_M006,10
Ses02F_impro03_F019,5
Ses03F_script01_3_M005,10
Ses05F_impro08_F030,6
Ses02F_impro05_M007,6
Ses01M_impro04_F004,6
Ses01M_impro07_F026,2
Ses05M_script01_3_M023,8
Ses03M_impro08a_M009,6
Ses03M_impro08b_F004,4
Ses04F_impro02_M025,8
Ses01F_script01_3_M027,8
Ses02F_script02_1_M005,2
Ses04F_impro02_F016,4
Ses01F_script03_1_M019,10
Ses04M_script01_2_F013,0
Ses03F_script02_2_F021,5
Ses02M_script02_1_M031,10
Ses02M_script02_2_M026,4
Ses03F_impro08_F007,6
Ses02M_script02_2_M002,6
Ses04M_impro01_F001,6
Ses02F_impro04_M020,10
Ses03F_script01_1_F020,10
Ses05M_impro06_F005,8
Ses05M_impro08_F004,4
Ses01F_impro03_M017,9
Ses01F_script01_2_M015,4
Ses03M_script02_1_F011,10
Ses03M_impro06_M008,8
Ses03F_script01_2_F015,0
Ses04F_impro02_F022,0
Ses01M_impro03_F007,2
Ses03M_impro05b_M019,6
Ses03M_impro04_F032,6
Ses01M_script02_1_M022,6
Ses01M_script01_3_F026,8
Ses03M_script02_2_F035,8
Ses04M_impro07_F034,10
Ses03F_script02_1_M039,2
Ses01F_script03_2_M039,0
Ses03F_script03_1_M009,10
Ses05F_script01_2_F004,10
Ses04F_script01_3_M045,8
Ses04F_impro07_F000,2
Ses01F_script03_1_M020,10
Ses05F_script03_2_M021,10
Ses02M_script01_1_M007,10
Ses03M_impro05a_F018,0
Ses01F_script01_1_M004,6
Ses02F_impro04_M004,6
Ses01M_impro07_M032,5
Ses05M_impro07_M047,2
Ses01F_script01_1_F026,4
Ses04M_script01_3_M022,8
Ses05M_script02_2_M031,8
Ses04M_impro08_M028,6
Ses02F_impro07_M015,10
Ses03F_script01_3_F017,10
Ses03M_impro07_F017,5
Ses01M_impro06_F004,8
Ses04M_impro01_F002,6
Ses03F_script01_3_F025,8
Ses01F_script01_2_M008,6
Ses05M_script02_2_F013,8
Ses02F_script02_1_M009,6
Ses03M_script01_2_F008,10
Ses03M_impro03_M023,10
Ses01F_impro05_F025,0
Ses05M_impro04_F038,10
Ses02M_impro02_F005,8
Ses03M_impro08b_M000,6
Ses01M_impro03_M001,2
Ses02M_script02_1_M013,2
Ses05F_impro07_F039,2
Ses05M_impro04_M010,6
Ses01M_script02_2_M029,6
Ses05F_impro08_M001,4
Ses02F_script01_1_F016,10
Ses02M_script02_1_M042,2
Ses05F_script03_2_M031,10
Ses05M_script02_1_M005,2
Ses01M_impro01_M017,4
Ses01F_script02_2_F014,10
Ses02M_impro02_F004,8
Ses04F_impro01_F019,0
Ses01F_impro04_F020,10
Ses04F_script01_3_F000,10
Ses04F_script01_1_M003,10
Ses05F_impro05_M019,6
Ses03M_script01_3_M042,8
Ses05M_script02_1_F001,6
Ses03F_script01_1_M035,4
Ses01M_script03_2_F031,0
Ses03F_impro06_F032,8
Ses03F_impro05_M001,4
Ses02M_script03_1_M030,10
Ses01M_script02_1_F015,10
Ses04F_impro07_M051,6
Ses02F_script02_1_M014,2
Ses04M_impro05_M017,0
Ses01F_script03_2_F013,0
Ses01M_impro02_M010,8
Ses01M_impro01_M014,10
Ses05F_script01_1_M009,8
Ses04F_script02_1_F021,0
Ses04M_script01_1_F006,10
Ses03M_script01_1_M000,8
Ses04M_impro03_F008,2
Ses05F_script03_1_M020,2
Ses02M_script03_1_M027,10
Ses02F_impro01_M000,6
Ses05M_script01_2_M016,0
Ses03M_script03_1_F023,10
Ses03F_script03_2_F009,10
Ses05F_script01_1_M019,4
Ses05F_impro03_M026,10
Ses04F_impro02_M002,4
Ses03F_script03_1_F000,6
Ses03M_impro08a_F034,4
Ses05M_impro02_M017,4
Ses05M_script03_2_F042,0
Ses02F_script02_1_F005,6
Ses04F_impro04_M014,6
Ses05M_script01_1_F034,10
Ses05F_impro02_M008,4
Ses03M_script01_1_F001,9
Ses04M_script02_2_F037,10
Ses01M_script03_2_M032,0
Ses03F_impro07_M006,10
Ses05M_impro02_F002,3
Ses03M_impro08a_M024,6
Ses03M_script01_3_F008,8
Ses05M_script01_1b_M033,0
Ses02M_impro01_F015,6
Ses05M_impro04_M024,4
Ses03F_impro04_F023,8
Ses03F_impro07_F017,5
Ses02F_impro05_F001,6
Ses05M_script01_3_F009,5
Ses04M_script02_2_M040,5
Ses04M_impro05_M040,4
Ses03F_impro08_F025,6
Ses05F_impro08_F021,6
Ses04F_impro08_M009,10
Ses02M_script02_1_M021,10
Ses03M_impro04_M010,4
Ses04M_script01_3_F014,5
Ses03M_impro04_F001,6
Ses03M_script02_2_M028,0
Ses03M_script03_2_F029,0
Ses05F_script01_1_M007,8
Ses04F_impro07_F059,2
Ses02M_impro01_M010,0
Ses05F_script01_3_M024,8
Ses03M_impro04_F022,10
Ses04F_script02_1_M013,10
Ses05F_impro04_F032,4
Ses03F_impro08_F005,6
Ses04M_impro08_M004,6
Ses04F_script02_1_M040,2
Ses02M_impro01_M002,6
Ses04M_script03_2_M049,0
Ses03F_impro05_M004,4
Ses04M_impro02_F000,10
Ses02M_impro07_F001,2
Ses02F_script02_2_M005,6
Ses02F_script03_2_F012,6
Ses05M_impro07_F001,2
Ses01F_script01_1_F017,10
Ses04F_impro03_M036,2
Ses05F_script01_2_F000,10
Ses04F_impro02_M001,8
Ses01F_script01_2_F014,4
Ses02F_impro07_F022,2
Ses05F_impro08_M018,6
Ses05F_impro07_M031,2
Ses02F_script01_3_M008,10
Ses05F_impro07_F000,2
Ses04F_impro05_F005,0
Ses03F_script01_3_M009,5
Ses02M_script02_1_F005,6
Ses02F_impro07_M002,2
Ses02F_impro05_M017,6
Ses02M_impro06_F001,9
Ses05M_script01_1b_M035,0
Ses03M_impro06_M021,8
Ses04F_script03_1_M008,2
Ses04F_script03_2_M043,0
Ses01M_script03_2_M016,4
Ses01F_script03_2_F030,6
Ses01M_script01_1_M004,8
Ses02F_impro01_M024,4
Ses02M_script02_1_M044,10
Ses05M_script01_3_M030,8
Ses05F_impro01_F001,4
Ses04M_impro07_F018,2
